HUOBI,BTC-USD-HUOBI,btcusdt,0.01,0.0001,0.001
FCOIN,BTC-USD-FCOIN,btcusdt,0.01,0.0001,0.001
HUOBI,ETH-USD-HUOBI,ethusdt,0.01,0.0001,0.001
FCOIN,ETH-USD-FCOIN,ethusdt,0.01,0.0001,0.001
