HUOBI,BTC-USD,btc.quarter,1,1,20,0
HUOBI,ETH-USD,btc.quarter,1,1,20,0
HUOBI,EOS-USD,btc.quarter,1,1,20,0
HUOBI,XRP-USD,btc.quarter,1,1,20,0
BITMEX,XBT-USD,btc.quarter,1,1,20,0
